"","adj.P.Val","P.Value","t","B","logFC","Platform.ORF","Gene.title","Chromosome.annotation","Entrez.ID","Standard.Error","Probablity","GO.Function","GO.Function.ID","GO.Component","GO.Component.ID","GO.Process","GO.Process.ID","Entrez.id","GO.Component.ID","GO.Component","GO.Process.ID","GO.Process","GO.Function.ID","GO.Function","Gene.symbol"
"A_12_P101603",0.588794901430753,0.421547025748961,0.89895400933895,-6.06762830598192,1.72064335921181,"R03D7.5","hypothetical protein","chrII:10949044-10949103",187536,2.75827648122071,0.00231130659740792,NA,NA,NA,NA,NA,NA,187536,"GO:0005634///GO:0005737///GO:0005829///GO:0030424","nucleus///cytoplasm///cytosol///axon","GO:0006468///GO:0007165///GO:0016310///GO:0090090","protein phosphorylation///signal transduction///phosphorylation///negative regulation of canonical Wnt signaling pathway","GO:0000166///GO:0004672///GO:0004674///GO:0005524///GO:0016301///GO:0016740","nucleotide binding///protein kinase activity///protein serine/threonine kinase activity///ATP binding///kinase activity///transferase activity","R03D7.5"
"A_12_P112159",0.589137866327627,0.421823327417562,0.898367723400299,-6.06816291621844,0.499949790289078,"F42H11.1","hypothetical protein","chrI:9577457-9577516",185688,0.801967295156246,0.00231007413315343,NA,NA,NA,NA,NA,NA,185688,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","F42H11.1"
"A_12_P102682",0.589340862863994,0.42203020704283,0.897928954933806,-6.0685628644975,0.403691593835136,"srd-28","Serpentine Receptor, class D (delta)","chrV:15251568-15251627",187353,0.647876365671525,0.00230915254073583,NA,NA,NA,NA,NA,NA,187353,"GO:0016020///GO:0016021","membrane///integral component of membrane","GO:0007614","short-term memory","","","srd-28"
"A_12_P110384",0.589676389959664,0.42233204875263,-0.897289105404716,-6.06914587769808,-0.422876269768996,"W03C9.2","hypothetical protein","chrII:11965083-11965142",174833,0.679149409699327,0.002307809772713,NA,NA,NA,NA,NA,NA,174833,"GO:0005737///GO:0055120","cytoplasm///striated muscle dense body","","","","","W03C9.2"
"A_12_P120305",0.63568487561598,0.478414678511092,-0.814006660857722,-6.0694342063357,-0.620004711769523,"lin-32","abnormal cell LINeage","chrX:2229263-2229204",191703,1.2787213741947,0.00230714599595546,NA,NA,NA,NA,NA,NA,191703,"GO:0005634","nucleus","GO:0006357///GO:0007275///GO:0007399///GO:0009792///GO:0030154///GO:0030182///GO:0045138///GO:0048666///GO:0051179","regulation of transcription by RNA polymerase II///multicellular organism development///nervous system development///embryo development ending in birth or egg hatching///cell differentiation///neuron differentiation///nematode male tail tip morphogenesis///neuron development///localization","GO:0000978///GO:0000981///GO:0003677///GO:0042803///GO:0043565///GO:0046982///GO:0046983","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA binding///protein homodimerization activity///sequence-specific DNA binding///protein heterodimerization activity///protein dimerization activity","lin-32"
"A_12_P113750",0.63616071422283,0.479048463567991,-0.812711638985772,-6.07055560241371,-1.68147784984794,"lgc-44","Ligand-Gated ion Channel","chrV:11669493-11669434",179600,3.47347009856326,0.00230456618068194,NA,NA,NA,NA,NA,NA,179600,"GO:0005886///GO:0005887///GO:0016020///GO:0016021///GO:0043005///GO:0045202","plasma membrane///integral component of plasma membrane///membrane///integral component of membrane///neuron projection///synapse","GO:0006811///GO:0007165///GO:0007268///GO:0034220///GO:0042391///GO:0050877///GO:1902476","ion transport///signal transduction///chemical synaptic transmission///ion transmembrane transport///regulation of membrane potential///nervous system process///chloride transmembrane transport","GO:0004888///GO:0005216///GO:0005230///GO:0005254///GO:0030594","transmembrane signaling receptor activity///ion channel activity///extracellular ligand-gated ion channel activity///chloride channel activity///neurotransmitter receptor activity","lgc-44"
"A_12_P101671",0.591037975640453,0.423739207489969,0.894311223470233,-6.07185571575026,0.405200999893167,"npp-22","Nuclear Pore complex Protein","chrV:11731434-11731329",179607,0.652929415468402,0.00230157882181288,NA,NA,NA,NA,NA,NA,179607,"GO:0005634///GO:0005643///GO:0016020///GO:0016021///GO:0031965///GO:0070762","nucleus///nuclear pore///membrane///integral component of membrane///nuclear membrane///nuclear pore transmembrane ring","GO:0006913///GO:0006999///GO:0015031///GO:0051028","nucleocytoplasmic transport///nuclear pore organization///protein transport///mRNA transport","GO:0030674","protein-macromolecule adaptor activity","npp-22"
"A_12_P113590",0.591269208592083,0.424121061135746,-0.893504556367715,-6.07258877229047,-1.1211095267247,"K03H1.9","hypothetical protein","chrIII:9940757-9940698",176405,1.80815509286619,0.00229989613158943,NA,NA,NA,NA,NA,NA,176405,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","K03H1.9"
"A_12_P153426",0.739642391819188,0.611406819737145,-0.605156667912718,-6.07259486093206,-0.39975097971054,"eea-1","EEA1 (Early Endosome Antigen, Rab effector) homolog","chrV:13491501-13491442",179832,1.58341853783193,0.00229988216059452,NA,NA,NA,NA,NA,NA,179832,"GO:0005769///GO:0030139","early endosome///endocytic vesicle","GO:0006897","endocytosis","GO:0032266///GO:0046872","phosphatidylinositol-3-phosphate binding///metal ion binding","eea-1"
"A_12_P138487",0.63745171009736,0.480709472845542,0.809324749829393,-6.07348324110992,0.457579329246713,"C43E11.5","hypothetical protein","chrI:3895885-3895826",172022,0.949188502430458,0.00229784459096039,NA,NA,NA,NA,NA,NA,172022,"","","GO:0006470///GO:0035335","protein dephosphorylation///peptidyl-tyrosine dephosphorylation","GO:0004725","protein tyrosine phosphatase activity","C43E11.5"
"A_12_P107836",0.591470630428566,0.424625786115444,-0.892439253229896,-6.07355620813399,-0.383415499090207,"mat-2","Metaphase-to-Anaphase Transition defect","chrII:11120497-11120604",174698,0.619120818769538,0.00229767731542606,NA,NA,NA,NA,NA,NA,174698,"GO:0005680","anaphase-promoting complex","GO:0006836///GO:0007049///GO:0007091///GO:0007275///GO:0008356///GO:0009949///GO:0016567///GO:0031145///GO:0044785///GO:0051295///GO:0051301///GO:0051321///GO:0070979","neurotransmitter transport///cell cycle///metaphase/anaphase transition of mitotic cell cycle///multicellular organism development///asymmetric cell division///polarity specification of anterior/posterior axis///protein ubiquitination///anaphase-promoting complex-dependent catabolic process///metaphase/anaphase transition of meiotic cell cycle///establishment of meiotic spindle localization///cell division///meiotic cell cycle///protein K11-linked ubiquitination","GO:0060090","molecular adaptor activity","mat-2"
"A_12_P117768",0.591470630428566,0.424637892181251,0.892413714416717,-6.07357939158159,0.432673675505062,"ZK1240.2","hypothetical protein","chrII:2325056-2325115",191538,0.698680535611058,0.00229762417035051,NA,NA,NA,NA,NA,NA,191538,"","","","","GO:0008270///GO:0046872","zinc ion binding///metal ion binding","ZK1240.2"
"A_12_P113632",0.591470630428566,0.42469834171667,-0.892286199883566,-6.07369513942012,-1.59678834389999,"K11H12.4","hypothetical protein","chrIV:674164-674105",176894,2.57885892475086,0.00229735885164554,NA,NA,NA,NA,NA,NA,176894,"","","","","","","K11H12.4"
"A_12_P107779",0.637615304674544,0.480866128495352,-0.809005846594541,-6.07375851614868,-0.377415920201869,"H06A10.1","hypothetical protein","chrX:13509829-13509888",186696,0.783208602087042,0.00229721359163249,NA,NA,NA,NA,NA,NA,186696,"","","GO:0002119","nematode larval development","","","H06A10.1"
"A_12_P118307",0.591556775274996,0.424821456574411,-0.892026543581625,-6.07393080224483,-0.753250242560674,"Y108G3AL.2","hypothetical protein","chrV:170338-170397",178546,1.21687483496446,0.00229681875671429,NA,NA,NA,NA,NA,NA,178546,"GO:0005634///GO:0005681///GO:0071011","nucleus///spliceosomal complex///precatalytic spliceosome","GO:0000398///GO:0006397///GO:0008380","mRNA splicing, via spliceosome///mRNA processing///RNA splicing","","","Y108G3AL.2"
"A_12_P108270",0.637813985093234,0.481282346151794,0.808158993052946,-6.07448919086921,0.884236194383766,"clp-4","CaLPain family","chrIII:1807999-1807886",175326,1.8368782470378,0.00229553954050096,NA,NA,NA,NA,NA,NA,175326,"GO:0005737","cytoplasm","GO:0006508","proteolysis","GO:0004198","calcium-dependent cysteine-type endopeptidase activity","clp-4"
"A_12_P113241",0.638014397124973,0.481466881255103,0.80778373417238,-6.07481281810086,0.984509844511526,"Y60A3A.8","hypothetical protein","chrV:19950262-19950321",180308,2.04613296669948,0.00229479846612043,NA,NA,NA,NA,NA,NA,180308,"","","","","","","Y60A3A.8"
"A_12_P108659",0.740679608852524,0.613018046489955,-0.602180607045992,-6.07482349497339,-0.397785070202751,"Y46G5A.2","hypothetical protein","chrII:12685521-12685580",174899,1.58341853783193,0.00229477402120512,NA,NA,NA,NA,NA,NA,174899,"GO:0005739///GO:0016020///GO:0016021","mitochondrion///membrane///integral component of membrane","GO:0006783///GO:0045333///GO:0048034","heme biosynthetic process///cellular respiration///heme O biosynthetic process","GO:0004311///GO:0008495///GO:0016740///GO:0016765","farnesyltranstransferase activity///protoheme IX farnesyltransferase activity///transferase activity///transferase activity, transferring alkyl or aryl (other than methyl) groups","Y46G5A.2"
"A_12_P111163",0.740679608852524,0.613018046489955,-0.602180607045992,-6.07482349497339,-0.397785070202751,"fbxa-125","F-box A protein","chrI:10647695-10647754",182016,1.58341853783193,0.00229477402120512,NA,NA,NA,NA,NA,NA,182016,"","","","","","","fbxa-125"
"A_12_P110428",0.740679608852524,0.613176823480815,-0.601887706099837,-6.07504244487224,-0.397591587347167,"glycosyltransferase","hypothetical protein","chrI:10559696-10559755",184937,1.58341853783193,0.00229427278827538,NA,NA,NA,NA,NA,NA,184937,"","","","","","","glycosyltransferase"
"A_12_P143991",0.740679608852524,0.613176823480815,-0.601887706099837,-6.07504244487224,-0.397591587347167,"acdh-12","Acyl CoA DeHydrogenase","chrII:7193408-7193000",174180,1.58341853783193,0.00229427278827538,NA,NA,NA,NA,NA,NA,174180,"GO:0005739","mitochondrion","","","GO:0000062///GO:0016491///GO:0016627///GO:0017099///GO:0050660","fatty-acyl-CoA binding///oxidoreductase activity///oxidoreductase activity, acting on the CH-CH group of donors///very-long-chain-acyl-CoA dehydrogenase activity///flavin adenine dinucleotide binding","acdh-12"
"A_12_P144526",0.593342859541977,0.426511904969585,0.888467621783427,-6.07715638001042,0.46469340959923,"lin-9","abnormal cell LINeage","chrIII:8900621-8900562",176256,0.753718742930384,0.00228943905895779,NA,NA,NA,NA,NA,NA,176256,"GO:0005634///GO:0005654///GO:0017053///GO:0070176","nucleus///nucleoplasm///transcription repressor complex///DRM complex","GO:0000003///GO:0006351///GO:0006357///GO:0007275///GO:0008406///GO:0008584///GO:0009792///GO:0040027///GO:0045138///GO:0050767///GO:0051726","reproduction///transcription, DNA-templated///regulation of transcription by RNA polymerase II///multicellular organism development///gonad development///male gonad development///embryo development ending in birth or egg hatching///negative regulation of vulval development///nematode male tail tip morphogenesis///regulation of neurogenesis///regulation of cell cycle","GO:0003677///GO:0005515","DNA binding///protein binding","lin-9"
"A_12_P101182",0.593344933733637,0.426570247060607,-0.888345003436802,-6.07726736421132,-0.3348562016723,"Y48G8AL.7","hypothetical protein","chrI:1162816-1162875",171693,0.543201662061767,0.00228918556312334,NA,NA,NA,NA,NA,NA,171693,"","","","","","","Y48G8AL.7"
"A_12_P101544",0.593383754832541,0.426629134510767,-0.888221253062069,-6.07737936293913,-0.815316751553025,"F02C9.4","hypothetical protein","chrV:3137565-3137506",184075,1.32278606836956,0.00228892977842585,NA,NA,NA,NA,NA,NA,184075,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","F02C9.4"
"A_12_P116550",0.639402661419612,0.483148436542197,0.804369976539732,-6.07775262730644,0.939850205729646,"C04E7.3","hypothetical protein","chrX:344253-344194",180390,1.96160555232512,0.00228807751644803,NA,NA,NA,NA,NA,NA,180390,"","","","","","","C04E7.3"
"A_12_P100647",0.639402661419612,0.483166704901996,-0.804332946275106,-6.07778447438646,-0.504155515263994,"srbc-39","Serpentine Receptor, class BC (class B-like)","chrV:710492-710551",190060,1.05229512309166,0.00228800481574161,NA,NA,NA,NA,NA,NA,190060,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","srbc-39"
"A_12_P111115",0.593675265518348,0.426931703602988,-0.887585636508603,-6.07795445989024,-0.717598846987963,"C35D10.3","hypothetical protein","chrIII:4869948-4870007",183237,1.16508034051469,0.00228761681078633,NA,NA,NA,NA,NA,NA,183237,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","C35D10.3"
"A_12_P116157",0.593957068425673,0.427200639044558,-0.887020989908242,-6.07846511962599,-1.01946593923374,"C47E12.7","hypothetical protein","chrIV:9980858-9980799",177853,1.65623985461387,0.00228645158555092,NA,NA,NA,NA,NA,NA,177853,"GO:0005634///GO:0030687///GO:0030688","nucleus///preribosome, large subunit precursor///preribosome, small subunit precursor","GO:0006364","rRNA processing","","","C47E12.7"
"A_12_P117375",0.59432476747518,0.427599717792958,-0.886183644216253,-6.07922201579286,-1.15450340247974,"T13H5.4","hypothetical protein","chrII:8523582-8523523",174364,1.8773960265152,0.00228472558635439,NA,NA,NA,NA,NA,NA,174364,"GO:0005634///GO:0005681","nucleus///spliceosomal complex","GO:0000398","mRNA splicing, via spliceosome","GO:0003723///GO:0005515///GO:0046872","RNA binding///protein binding///metal ion binding","T13H5.4"
"A_12_P165598",0.640121240083262,0.484059314153279,0.802525090195571,-6.07933817993185,0.40164534144544,"F13H10.8","hypothetical protein","chrIV:11020906-11020558",4363079,0.840219987053483,0.00228446080485635,NA,NA,NA,NA,NA,NA,4363079,"GO:0005783///GO:0005789///GO:0016020///GO:0016021","endoplasmic reticulum///endoplasmic reticulum membrane///membrane///integral component of membrane","GO:0006665","sphingolipid metabolic process","","","F13H10.8"
"A_12_P112350",0.59432476747518,0.427677740976969,-0.886020012207222,-6.07936987218432,-0.55293274877374,"dct-17","DAF-16/FOXO Controlled, germline Tumor affecting","chrV:13727856-13727797",179865,0.89931779919831,0.00228438857168146,NA,NA,NA,NA,NA,NA,179865,"GO:0045121","membrane raft","GO:0045087///GO:0050829","innate immune response///defense response to Gram-negative bacterium","","","dct-17"
"A_12_P106565",0.594488628018926,0.428044226449336,0.88525174245065,-6.08006383587038,0.461754057657071,"hex-4","HEXosaminidase","chrI:1931908-1931967",245995,0.751671938890592,0.00228280745654476,NA,NA,NA,NA,NA,NA,245995,"","","GO:0005975","carbohydrate metabolic process","GO:0004553///GO:0004563///GO:0015929///GO:0016787///GO:0102148","hydrolase activity, hydrolyzing O-glycosyl compounds///beta-N-acetylhexosaminidase activity///hexosaminidase activity///hydrolase activity///N-acetyl-beta-D-galactosaminidase activity","hex-4"
"A_12_P176154",0.744051624600639,0.617580168601695,0.593791073077168,-6.08106697249071,0.392243159155287,"fip-6","Fungus-Induced Protein","chrI:8945818-8946164",172707,1.58341853783193,0.00228052385668685,NA,NA,NA,NA,NA,NA,172707,"","","","","","","fip-6"
"A_12_P109777",0.641680106798373,0.485941614681138,-0.798722198030906,-6.08259938367413,-0.368604752935841,"Y54E10BL.3","hypothetical protein","chrI:3005535-3005594",190263,0.774772272255799,0.00227703978419397,NA,NA,NA,NA,NA,NA,190263,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","Y54E10BL.3"
"A_12_P118447",0.641761276099394,0.4860451772333,0.798513336281024,-6.08277821620818,1.50518875911089,"F55A12.2","hypothetical protein","chrI:5366447-5366547",172185,3.16459170759854,0.00227663353879044,NA,NA,NA,NA,NA,NA,172185,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","F55A12.2"
"A_12_P149173",0.641843540610372,0.48616590606713,-0.798269902658396,-6.08298661331198,-0.492556877922641,"F56D6.14","hypothetical protein","chrIV:3917908-3917967",3896774,1.03589449663649,0.00227616022418514,NA,NA,NA,NA,NA,NA,3896774,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","F56D6.14"
"A_12_P143986",0.596188318635203,0.429890527642361,-0.881389600636451,-6.08354648156782,-0.572117231250881,"CD4.8","hypothetical protein","chrV:5599475-5599416",178947,0.935408934205462,0.00227488912919112,NA,NA,NA,NA,NA,NA,178947,"","","","","","","CD4.8"
"A_12_P106605",0.596335656669171,0.430204090331404,0.880735049998716,-6.08413572887772,0.528351563341702,"Y75B8A.23","hypothetical protein","chrIII:12250806-12250865",190709,0.864494280276752,0.00227355209848459,NA,NA,NA,NA,NA,NA,190709,"","","","","","","Y75B8A.23"
"A_12_P101619",0.596335656669171,0.430214692743998,0.880712924766113,-6.08415564170807,0.382470232341952,"T01C3.9","hypothetical protein","chrV:15006092-15006151",180001,0.625817462433647,0.00227350692900524,NA,NA,NA,NA,NA,NA,180001,"GO:0005634","nucleus","GO:0031047","gene silencing by RNA","","","T01C3.9"
"A_12_P116379",0.596382377279172,0.430279532967798,-0.880577625301435,-6.08427740483891,-0.453310117380181,"sph-1","SyaptoPHysin","chrIV:8132353-8132294",177608,0.741843290853255,0.00227323074579532,NA,NA,NA,NA,NA,NA,177608,"GO:0008021///GO:0016020///GO:0016021///GO:0030672///GO:0031410","synaptic vesicle///membrane///integral component of membrane///synaptic vesicle membrane///cytoplasmic vesicle","","","GO:0017075","syntaxin-1 binding","sph-1"
"A_12_P113650",0.642654274205728,0.487182600665172,-0.796221942423045,-6.08473825110054,-1.44514393754567,"H20J04.6","hypothetical protein","chrII:4323841-4323900",173766,3.04709403395586,0.00227218575707664,NA,NA,NA,NA,NA,NA,173766,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","H20J04.6"
"A_12_P107490",0.596507458850395,0.4305888685489,-0.879932379866652,-6.0848579266741,-0.831038693210377,"atx-3","human ATX (ataxin) related","chrV:15575763-15575704",180049,1.36099444696543,0.00227191446596736,NA,NA,NA,NA,NA,NA,180049,"GO:0005634///GO:0005730///GO:0005737///GO:0045202","nucleus///nucleolus///cytoplasm///synapse","GO:0006508///GO:0007268///GO:0016579","proteolysis///chemical synaptic transmission///protein deubiquitination","GO:0004843///GO:0005515///GO:0008233///GO:0008234///GO:0016787","thiol-dependent ubiquitin-specific protease activity///protein binding///peptidase activity///cysteine-type peptidase activity///hydrolase activity","atx-3"
"A_12_P114265",0.596780314000661,0.431002812001313,0.879069532815138,-6.08563378690803,0.455351440709335,"myosin","hypothetical protein","chrI:7945471-7945530",172568,0.746462326566162,0.00227015646152714,NA,NA,NA,NA,NA,NA,172568,"GO:0005783","endoplasmic reticulum","","","GO:0019905","syntaxin binding","myosin"
"A_12_P112272",0.746676599333099,0.621002605271501,-0.587532766402731,-6.08568640109351,-0.388109082217715,"gst-30","Glutathione S-Transferase","chrII:4934001-4933942",191347,1.58341853783193,0.00227003729336777,NA,NA,NA,NA,NA,NA,191347,"","","GO:0006749","glutathione metabolic process","GO:0004364///GO:0016740","glutathione transferase activity///transferase activity","gst-30"
"A_12_P172413",0.643121955655988,0.487941707862054,-0.794695252760293,-6.08604221544766,-0.44640637597261,"peptidase","hypothetical protein","chrII:3395953-3395894",173683,0.943058564539375,0.00226923155775422,NA,NA,NA,NA,NA,NA,173683,"GO:0005886///GO:0016020///GO:0016021","plasma membrane///membrane///integral component of membrane","GO:0006508///GO:0016485","proteolysis///protein processing","GO:0004222///GO:0008233///GO:0008237///GO:0016787///GO:0046872","metalloendopeptidase activity///peptidase activity///metallopeptidase activity///hydrolase activity///metal ion binding","peptidase"
"A_12_P117457",0.597542973529426,0.431584810168604,-0.877857543341868,-6.08672274772486,-0.478240276558917,"F40G9.2","hypothetical protein","chrIII:191807-191866",175186,0.78506661782966,0.00226769129855458,NA,NA,NA,NA,NA,NA,175186,"GO:0005758","mitochondrial intermembrane space","GO:0033617","mitochondrial cytochrome c oxidase assembly","GO:0005507///GO:0016531","copper ion binding///copper chaperone activity","F40G9.2"
"A_12_P104454",0.747396776993883,0.621913715923022,-0.585871739553215,-6.08690693981363,-0.387011850466623,"R11A8.7","hypothetical protein","chrIV:10386635-10386694",177927,1.58341853783193,0.00226727459315544,NA,NA,NA,NA,NA,NA,177927,"GO:0005575///GO:0005737","cellular_component///cytoplasm","GO:0008150","biological_process","GO:0003674///GO:0003676///GO:0003723","molecular_function///nucleic acid binding///RNA binding","R11A8.7"
"A_12_P116603",0.597804543755003,0.431836150975619,0.877334553816783,-6.08719234402835,0.411251897997809,"F52H3.4","hypothetical protein","chrII:10042152-10042255",174566,0.675502698591993,0.002266629062266,NA,NA,NA,NA,NA,NA,174566,"","","","","","","F52H3.4"
"A_12_P108687",0.597913280462652,0.43200834255302,0.876976403267825,-6.08751382406705,0.749190163318846,"C34E10.11","hypothetical protein","chrIII:5235574-5235633",175718,1.23108649173687,0.00226590215422535,NA,NA,NA,NA,NA,NA,175718,"GO:0005739///GO:0005763///GO:0005840","mitochondrion///mitochondrial small ribosomal subunit///ribosome","","","","","C34E10.11"
"A_12_P102653",0.598418119920509,0.432654270048506,0.875633955331232,-6.08871805250265,0.854074162229311,"C47E12.2","hypothetical protein","chrIV:10002125-10002066",177858,1.4055859156153,0.00226318130447099,NA,NA,NA,NA,NA,NA,177858,"GO:0005743///GO:0016020///GO:0016021","mitochondrial inner membrane///membrane///integral component of membrane","GO:0055085///GO:0140021///GO:1990544","transmembrane transport///mitochondrial ADP transmembrane transport///mitochondrial ATP transmembrane transport","GO:0005471","ATP:ADP antiporter activity","C47E12.2"
"A_12_P118404",0.644688829043429,0.489566364252974,0.79143466770521,-6.08882187703068,1.09540517990207,"F43D9.3","hypothetical protein","chrIII:10512025-10512426",185707,2.32363876705684,0.00226294687464327,NA,NA,NA,NA,NA,NA,185707,"GO:0000139///GO:0005829","Golgi membrane///cytosol","GO:0006886///GO:0006888///GO:0006904///GO:0016192","intracellular protein transport///endoplasmic reticulum to Golgi vesicle-mediated transport///vesicle docking involved in exocytosis///vesicle-mediated transport","GO:0019905","syntaxin binding","F43D9.3"
"A_12_P133086",0.598465712933971,0.432751166267211,0.875432716379525,-6.0888984671066,0.627599556307167,"C44B7.11","hypothetical protein","chrII:6894294-6894235",183431,1.0331045217901,0.00226277395417474,NA,NA,NA,NA,NA,NA,183431,"GO:0005783///GO:0005789///GO:0016020///GO:0016021","endoplasmic reticulum///endoplasmic reticulum membrane///membrane///integral component of membrane","GO:0006508","proteolysis","GO:0008233///GO:0008237///GO:0016787///GO:0046872","peptidase activity///metallopeptidase activity///hydrolase activity///metal ion binding","C44B7.11"
"A_12_P175544",0.598468734670693,0.432784594761599,-0.875363299039479,-6.08896069475911,-0.678446348169882,"C25H3.9","hypothetical protein","chrII:5690604-5690298",173963,1.11689303427949,0.00226263347002935,NA,NA,NA,NA,NA,NA,173963,"GO:0005739///GO:0005747///GO:0016020///GO:0016021","mitochondrion///mitochondrial respiratory chain complex I///membrane///integral component of membrane","","","","","C25H3.9"
"A_12_P115395",0.644731405960957,0.489666013778126,-0.791234980625175,-6.08899187825348,-1.74967207031356,"Y92H12A.5","hypothetical protein","chrI:1494744-1494685",171716,3.71244538527687,0.00226256307394812,NA,NA,NA,NA,NA,NA,171716,"GO:0005829","cytosol","GO:0030488","tRNA methylation","","","Y92H12A.5"
"A_12_P103032",0.598890605026553,0.433230354917684,-0.874438060412688,-6.08978979428556,-0.767663049657253,"F43C9.2","hypothetical protein","chrX:4790179-4790238",180753,1.26510331031794,0.00226076253846596,NA,NA,NA,NA,NA,NA,180753,"","","","","GO:0005509","calcium ion binding","F43C9.2"
"A_12_P101888",0.598969386590079,0.433385600233678,-0.874116011357726,-6.09007824452931,-0.540910844500808,"C32D5.10","hypothetical protein","chrII:6349631-6349525",174051,0.89174569327508,0.00226011198864941,NA,NA,NA,NA,NA,NA,174051,"","","GO:0051865","protein autoubiquitination","GO:0004842///GO:0046872","ubiquitin-protein transferase activity///metal ion binding","C32D5.10"
"A_12_P108709",0.749522171591644,0.624308339741304,-0.581516145642206,-6.09009640487113,-0.384134656798489,"ZK1053.1","hypothetical protein","chrI:13228109-13228050",191506,1.58341853783193,0.00226007103737826,NA,NA,NA,NA,NA,NA,191506,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","ZK1053.1"
"A_12_P119779",0.599292196332959,0.433724234808865,-0.873413860459763,-6.09070689837494,-0.348322495899145,"lsm-1","LSM Sm-like protein","chrII:11127208-11127267",174700,0.574706159094568,0.00225869481527564,NA,NA,NA,NA,NA,NA,174700,"GO:0000932///GO:0005737///GO:0010494///GO:1990726","P-body///cytoplasm///cytoplasmic stress granule///Lsm1-7-Pat1 complex","GO:0000290///GO:0006397///GO:0016070","deadenylation-dependent decapping of nuclear-transcribed mRNA///mRNA processing///RNA metabolic process","GO:0000339///GO:0003723","RNA cap binding///RNA binding","lsm-1"
"A_12_P100209",0.599793575320279,0.434337597664713,0.872143218453907,-6.09184368948539,0.552484331804488,"dct-1","DAF-16/FOXO Controlled, germline Tumor affecting","chrX:7955525-7955634",181053,0.912886039049822,0.0022561343996885,NA,NA,NA,NA,NA,NA,181053,"GO:0005634///GO:0005739///GO:0005740///GO:0005741///GO:0016020///GO:0016021///GO:0031966///GO:0032991","nucleus///mitochondrion///mitochondrial envelope///mitochondrial outer membrane///membrane///integral component of membrane///mitochondrial membrane///protein-containing complex","GO:0000422///GO:0006914///GO:0006915///GO:0008340///GO:0043065///GO:0043067///GO:0051726///GO:0097345///GO:2001272","autophagy of mitochondrion///autophagy///apoptotic process///determination of adult lifespan///positive regulation of apoptotic process///regulation of programmed cell death///regulation of cell cycle///mitochondrial outer membrane permeabilization///positive regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis","GO:0002020///GO:0005515///GO:0042803","protease binding///protein binding///protein homodimerization activity","dct-1"
"A_12_P107625",0.600158029549918,0.434813879625894,-0.871157574001078,-6.09272475209474,-0.379760225191958,"ZK418.8","hypothetical protein","chrIII:7083838-7083779",175988,0.628198893129422,0.0022541519582765,NA,NA,NA,NA,NA,NA,175988,"GO:0005634///GO:0005737","nucleus///cytoplasm","GO:0010468","regulation of gene expression","GO:0003676///GO:0003723///GO:0003729","nucleic acid binding///RNA binding///mRNA binding","ZK418.8"
"A_12_P117120",0.600158029549918,0.434832772876456,-0.871118493621197,-6.09275967227695,-0.708770683386714,"T05F1.5","hypothetical protein","chrI:9633347-9633246",172808,1.17250018338219,0.00225407342168094,NA,NA,NA,NA,NA,NA,172808,"","","","","","","T05F1.5"
"A_12_P100354",0.600158029549918,0.434910417260451,-0.87095790218252,-6.09290315750863,-0.409916834718536,"T22H2.4","hypothetical protein","chrI:11694804-11694745",188766,0.678239373588763,0.00225375074750598,NA,NA,NA,NA,NA,NA,188766,"","","","","","","T22H2.4"
"A_12_P106507",0.600158029549918,0.434939118288146,0.870898545994431,-6.09295618664544,0.480422335408293,"C49A9.10","hypothetical protein","chrIV:6205945-6205886",3565073,0.79495039964011,0.00225363150555249,NA,NA,NA,NA,NA,NA,3565073,"","","","","","","C49A9.10"
"A_12_P109024",0.600158029549918,0.434946163728111,0.870883975913727,-6.09296920326836,0.353744421244708,"end-3","ENDoderm determining","chrV:14015765-14015824",191631,0.58534741831465,0.00225360223718015,NA,NA,NA,NA,NA,NA,191631,"GO:0005634","nucleus","GO:0001714///GO:0006355///GO:0006357///GO:0007369///GO:0007501///GO:0045165","endodermal cell fate specification///regulation of transcription, DNA-templated///regulation of transcription by RNA polymerase II///gastrulation///mesodermal cell fate specification///cell fate commitment","GO:0000978///GO:0000981///GO:0003700///GO:0008270///GO:0043565///GO:0046872","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription factor activity///zinc ion binding///sequence-specific DNA binding///metal ion binding","end-3"
